index,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID,Cleaned Reviews
6311,556588,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFS_kWsWxZ-e5ENqhp5H9Jh3BdEEhAU-wGdsZKUoQMHJspzWzmlkrxZkAmh8ZDFXufIpziRUHYlwoBKUgo,Can't play,1,0,Bonaphatious Kanyir. Belibah,nan,88.0.4324.93,2021-02-25,com.android.chrome,play
6482,569935,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFqTnUe24ojK3j13H_ARAoVkteWpHT88Gj-keKcALECKwp0JAlqynzYDPlbL8a2-Kyvd3y1WXqV_0yorTY,Nice app,1,0,karan mahor,nan,81.0.4044.138,2021-02-26,com.android.chrome,nice app
6575,588888,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG6nCLAah94VTZ80DZQXFNXDlY8sDMvCMyu96lFPP2gqtMx80upi2tCiramtQ1Y4V_wef_hFuoAO79HkHo,Help,1,0,Ramesh Oad,nan,84.0.4147.125,2021-02-27,com.android.chrome,help
6696,611877,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE_rS_B7UOmq1b4_8LJFie-_hetgMft5Okrl5Ii06wi82reKOC0BEnO9j6rI4L08xHs8qXTKIttvD3zDQo,Awesome,1,0,mohammad adil shaikh,nan,42.0.2311.111,2021-02-28,com.android.chrome,awesome
6777,620158,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF2PPqL7U1JZzxyueIQHO41w8YGTod2lcDXaoP5YteDeOAwwIsU4bqRAALwlOyuMjKAQ8hkfuKMh6oRH6s,Nice,1,0,Khalid Hussain,nan,88.0.4324.93,2021-03-01,com.android.chrome,nice
6816,642250,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFWF6t_w4DkwZ8jIrfGVwEIaJ7tTr7DHDUFtfZ3WxAdwnozwwmWaAlH0GGYzquc73WSJ3sfwo9EoB3JDWo,Need improvement,1,0,Princeton Brownjr,nan,81.0.4044.138,2021-03-02,com.android.chrome,need improvement
6839,642273,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGHWBgH6WyJrmEuvstZzGEI8cEXInv24DELXyFHRJWly_wMUPylygibMCq_jCscwYamDFkp8xyHJ7dgDVo,Nice,1,0,naiz khan,nan,61.0.3163.98,2021-03-02,com.android.chrome,nice
7041,659655,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFGerW37qWohz7xcgVO52gVBGCSHAY04CPeVB0-xLYQq0kvoanOZu-9Ax1gsHLUV82ssX4TMGAirDBy8sA,Good,1,0,Seanmichael Cabanilla,nan,81.0.4044.138,2021-03-04,com.android.chrome,good
7042,659656,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGzGaQNmHbdHAEfQnKzhtO1vbPke4TJkYccUFKpxCEb4MBva8l8V5AlBgolER2YiI1MFLqtVkCGiwPtTVU,Good app,1,0,Faith Mulae,nan,62.0.3202.84,2021-03-04,com.android.chrome,good app
7047,659661,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEL20C4u8eL6I2vCF_srn-vAe-XdF9ul9iQmXqMsYWG5TomRDcYBwVcXsBIkL1GiGC2bE7J4Xd8U1DM2To,Its good,1,0,Holy Purpose,nan,42.0.2311.111,2021-03-04,com.android.chrome,good
7195,684983,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOETBJBTu2cGF1Pe-InDokmpFqyaaX39yF2nupPTk1rQX3fwLsRp_jqAnygseU6V9Gbi5NxEwp-J6873RMM,"Chrome is good, I trust this update will make it better.",1,0,Harry W Kendall,nan,88.0.4324.181,2021-03-05,com.android.chrome,chrome good trust update make better
